cpg,p.value,stderr,parameter,statistic,group1,group2,conf1,conf2,CHR,BP,SYMBOL
cg04453180,0.01616486,0.002524484,122.6194297,-2.438885489,0.015401021,0.021557948,-0.011154143,-0.001159712,chr5,140856330,PCDHGA12
cg16510793,0.01616783,0.002692051,131.8728691,-2.43642117,0.014160152,0.020719122,-0.011884159,-0.001233779,chr9,116450346,RGS3
cg02009311,0.016173331,0.003568651,140.966343,-2.434249306,0.021967409,0.030654396,-0.01574198,-0.001631993,chr17,79886614,MAFG-DT
cg07027430,0.016177699,0.005200694,114.7046344,-2.440942784,0.021514432,0.03420903,-0.022996455,-0.002392741,chr16,7354685,RBFOX1
cg27401945,0.016187389,0.007472275,125.426056,-2.437593347,0.03590757,0.054121938,-0.033002436,-0.003426299,chr10,118919088,MIR3663
cg05667379,0.016208274,0.003708643,147.9362486,-2.432041489,0.020373349,0.029392923,-0.016348333,-0.001690815,chr2,115920764,DPP10
cg06231962,0.016210628,0.004334942,137.1777142,-2.434196673,0.024804229,0.035356331,-0.019124053,-0.001980151,chr20,44173510,EPPIN-WFDC6
cg07115767,0.016237389,0.004042484,146.9215188,-2.431559042,0.020781217,0.030610756,-0.017818467,-0.001840612,chr7,19146255,TWIST1
cg13556639,0.016253461,0.005915054,139.219164,-2.432753658,0.031975973,0.046365841,-0.026084819,-0.002694918,chr2,97173735,NEURL3
cg08724891,0.016256905,0.009382664,142.0359791,-2.432080315,0.043937371,0.066756763,-0.041367105,-0.004271679,chr2,219826145,CDK5R2
cg03277560,0.016260815,0.00510537,135.5320088,-2.433396902,0.028552956,0.040976347,-0.022519885,-0.002326899,chr9,102587494,NR4A3
cg18436500,0.016263198,0.006997932,118.8860225,-2.437654233,0.030505026,0.047563564,-0.030915279,-0.003201798,chr22,40057942,CACNA1I
cg05376374,0.016266623,0.003142337,142.7259759,-2.431712923,0.017881977,0.025523239,-0.013852796,-0.001429727,chr11,43602920,MIR129-2
cg01293740,0.016275708,0.008303196,146.0768137,-2.43083343,0.043273359,0.063457045,-0.036593599,-0.003773773,chr19,54468790,CACNG8
cg22147084,0.016277509,0.002996204,124.8631832,-2.435637884,0.017687458,0.024985126,-0.01322759,-0.001367745,chr5,179779664,GFPT2
cg12058390,0.016279512,0.005446478,137.2525913,-2.432576906,0.029293471,0.042542447,-0.024018835,-0.002479118,chr7,4885521,RADIL
cg08683831,0.01628397,0.006846901,104.8320522,-2.441890533,0.02591085,0.042630231,-0.030295775,-0.003142989,chr4,1404607,NA
cg24843380,0.016290114,0.004354669,115.2267488,-2.438142351,0.024095907,0.03471321,-0.019242883,-0.001991722,chr5,178367827,ZNF454
cg00379467,0.016298254,0.008896626,144.3092211,-2.430659554,0.039601135,0.061225803,-0.039209198,-0.004040139,chr4,148401873,EDNRA
cg25799879,0.016305969,0.006951228,143.0233324,-2.430739888,0.035858811,0.052755439,-0.030637048,-0.003156208,chr8,27099930,STMN4
cg09950812,0.016313559,0.009469553,131.8922526,-2.433019459,0.039097244,0.062136851,-0.041771461,-0.004307753,chr14,99275649,C14orf177
cg14176752,0.016316169,0.00495254,103.3203576,-2.441720709,0.018237228,0.030329948,-0.021914553,-0.002270886,chr6,100913250,SIM1
cg14239811,0.016320025,0.001661984,126.1430094,-2.434309196,0.0091425,0.013188282,-0.007334762,-0.000756801,chr4,171011427,AADAT
cg09498652,0.016321001,0.00518273,117.5085301,-2.436717223,0.024490912,0.037119759,-0.022892507,-0.002365186,chr2,176950596,EVX2
cg12206199,0.016335543,0.002166759,117.637668,-2.436339403,0.011304713,0.016583673,-0.009569869,-0.000988051,chr2,39187543,ARHGEF33
cg10741025,0.016344551,0.0033009,133.3150662,-2.431963772,0.019944837,0.027972507,-0.014556581,-0.001498759,chr14,37132665,PAX9
cg14632140,0.01635265,0.004231827,133.056167,-2.431836857,0.018246157,0.028537269,-0.018661469,-0.001920755,chr12,16758112,LMO3
cg01369082,0.016360072,0.00143649,143.0045431,-2.429492243,0.008824689,0.012314631,-0.006329441,-0.000650444,chr5,38557465,LIFR
cg10087227,0.016360124,0.007578688,124.6563088,-2.433771864,0.04058652,0.059031319,-0.033444368,-0.003445229,chr6,166255885,LINC00473
cg03261155,0.01637724,0.004942568,143.3634881,-2.429023252,0.026441425,0.038447038,-0.021775338,-0.002235888,chr1,153413940,S100A7L2
cg13700315,0.01638063,0.007275603,133.034802,-2.431194314,0.03343586,0.051124266,-0.032079232,-0.003297578,chr12,34489827,ALG10
cg26614504,0.016388969,0.007318047,141.3101655,-2.429173277,0.032603896,0.050380701,-0.032243808,-0.003309802,chr1,11919046,NPPB
cg04510512,0.016390126,0.002853764,133.9774526,-2.430754981,0.014841851,0.021778652,-0.012581058,-0.001292545,chr16,86601520,FOXC2
cg24949579,0.016394229,0.004749955,131.9245614,-2.431142831,0.023544556,0.035092375,-0.02094375,-0.002151889,chr11,6024966,OR56A4
cg12338537,0.016410115,0.005239845,123.2406029,-2.432996809,0.024312565,0.03706109,-0.023120276,-0.002376775,chr4,3663974,LINC02171
cg07221695,0.016415125,0.002241665,126.7676163,-2.431941701,0.012517908,0.017969506,-0.009887528,-0.00101567,chr1,232649870,SIPA1L2
cg18853199,0.016421346,0.007029273,135.3192353,-2.429726861,0.029094184,0.046173399,-0.030980658,-0.003177771,chr17,75278035,SEPTIN9
cg08160085,0.016437714,0.004965828,119.340926,-2.433461491,0.023045397,0.035129548,-0.021916697,-0.002251604,chr12,2045730,LINC00940
cg12419052,0.016449326,0.007426311,145.2628218,-2.426985446,0.036977661,0.055001209,-0.032701128,-0.003345969,chr3,147126121,ZIC1
cg22790924,0.016458429,0.006076522,128.2167308,-2.43057127,0.029427666,0.044197085,-0.026792662,-0.002746177,chr13,27333803,GPR12
cg09566302,0.01647944,0.005357114,144.420742,-2.426460281,0.027474813,0.040473638,-0.023587302,-0.002410348,chr16,30964627,ORAI3
cg01461824,0.016481155,0.004133736,146.6135959,-2.425992407,0.019484689,0.029513101,-0.018197818,-0.001859007,chr17,46816286,HOXB13
cg24076884,0.016482181,0.004380716,145.1544496,-2.426252577,0.020504077,0.031132799,-0.019286952,-0.001970493,chr5,140346921,PCDHAC2
cg16622863,0.01648541,0.002255394,136.0022293,-2.428098158,0.012312,0.017788318,-0.009936495,-0.00101614,chr3,169387280,MECOM
cg04254690,0.016487399,0.001677501,141.6238405,-2.426843683,0.010691459,0.014762492,-0.00738721,-0.000754855,chr4,25031951,LGI2
cg20838631,0.016505398,0.005590627,133.7103073,-2.428161203,0.027455358,0.041030302,-0.024632448,-0.002517439,chr7,98475615,TRRAP
cg21739816,0.016505655,0.007679455,146.0692879,-2.425536138,0.036566999,0.055193794,-0.033803991,-0.003449598,chr4,3746443,ADRA2C
cg09954385,0.016527905,0.002299947,114.4541304,-2.432865629,0.01250008,0.018095542,-0.010151445,-0.001039479,chr22,45148285,PRR5-ARHGAP8
cg19951244,0.016534816,0.00297935,145.1174761,-2.425054389,0.017644226,0.024869311,-0.01311361,-0.001336561,chr5,172672766,NKX2-5
cg15251539,0.016551027,0.005167395,121.804944,-2.430143312,0.024898,0.03745551,-0.022787049,-0.002327972,chr12,6844904,COPS7A
cg26173789,0.016559601,0.005060941,121.0931364,-2.430146421,0.024825969,0.037124797,-0.022318218,-0.002279438,chr8,145909571,ARHGAP39
cg02694099,0.016564587,0.005697491,135.4616952,-2.426403964,0.02918011,0.043004525,-0.025091952,-0.002556878,chr15,71408914,CT62
cg00336700,0.01656899,0.006575817,120.3258197,-2.43014912,0.030320698,0.046300913,-0.028999516,-0.002960915,chr2,176943704,EVX2
cg10058464,0.016573861,0.00172515,127.3044181,-2.428149179,0.011042523,0.015231444,-0.007602602,-0.000775239,chr4,81257211,CFAP299
cg09338032,0.016578236,0.004631502,147.5375171,-2.423596061,0.026349166,0.037574055,-0.020377541,-0.002072238,chr12,113916609,LHX5
cg10789281,0.016578808,0.003400389,128.2693261,-2.427791144,0.016559664,0.024815097,-0.014983549,-0.001527318,chr12,81471882,ACSS3
cg14955976,0.016582404,0.008913933,121.0456461,-2.429636121,0.047783602,0.069441217,-0.039305029,-0.004010199,chr11,41040030,LRRC4C
cg22990955,0.016592738,0.002569765,124.1586273,-2.428540778,0.013996775,0.020237554,-0.011326998,-0.001154558,chr17,76464687,DNAH17
cg01699298,0.016599624,0.007746262,108.825647,-2.433090898,0.028161669,0.047009028,-0.034200475,-0.003494244,chr20,54581398,CBLN4
cg00605982,0.016604602,0.00545204,95.27907489,-2.438417125,0.016814978,0.030109324,-0.024117605,-0.002471089,chr3,10857688,SLC6A11
cg07912789,0.016605922,0.004113991,117.1880617,-2.430223838,0.018107305,0.028105223,-0.018145325,-0.001850512,chr12,3600273,PRMT8
cg16630546,0.016607582,0.009345568,131.5069586,-2.42633868,0.04666233,0.069337844,-0.041162613,-0.004188415,chr3,137564109,SOX14
cg21828345,0.016607913,0.006204945,118.9029767,-2.429667907,0.030534974,0.045610931,-0.027362471,-0.002789442,chr15,68724752,ITGA11
cg27523417,0.016608197,0.002113603,141.6950847,-2.424066218,0.014210622,0.019334136,-0.009301787,-0.000945243,chr1,3018024,PRDM16
cg02861441,0.016632635,0.003386997,121.8997373,-2.428245004,0.018715709,0.026940167,-0.014929412,-0.001519504,chr3,13697042,LINC00620
cg08140412,0.01663842,0.007382186,142.2131995,-2.42327173,0.041051926,0.058940969,-0.032482043,-0.003296044,chr12,52014778,SCN8A
cg26504021,0.016641294,0.005655031,107.4477299,-2.432621647,0.022898123,0.036654673,-0.024966455,-0.002546645,chr5,2752882,C5orf38
cg07171527,0.016643411,0.009329566,129.2772684,-2.426062446,0.045573011,0.06820712,-0.041092508,-0.00417571,chr1,8377844,SLC45A1
cg04049008,0.016644437,0.005749917,145.3257812,-2.42251407,0.03064008,0.044569336,-0.02529352,-0.002564991,chr8,49438558,EFCAB1
cg08498942,0.016645493,0.002834115,144.007028,-2.422749742,0.017010933,0.023877283,-0.012468188,-0.001264512,chr6,42110188,C6orf132
cg24458609,0.01664831,0.005004632,129.5073944,-2.42589385,0.02375085,0.035891555,-0.022042124,-0.002239286,chr11,56948015,LRRC55
cg23133011,0.016665848,0.006797102,121.0637131,-2.42771986,0.036975323,0.053476782,-0.029958043,-0.003044875,chr11,122847242,BSX
cg00511674,0.016680756,0.003059654,138.525383,-2.423080668,0.016807778,0.024221566,-0.013463448,-0.001364126,chr16,78080068,CLEC3A
cg23641707,0.016680945,0.005345722,138.2869766,-2.423127671,0.029503451,0.042456818,-0.023523288,-0.002383446,chr2,151341348,RND3
cg24051481,0.0166833,0.003383355,139.2759214,-2.422862555,0.019384274,0.027581678,-0.01488678,-0.001508026,chr13,95364062,SOX21
cg25678815,0.016687533,0.002483604,131.9648755,-2.424406438,0.013625398,0.019646663,-0.010934091,-0.001108439,chr12,85673915,ALX1
cg20059140,0.016694707,0.0043815,100.1623464,-2.434206247,0.018676187,0.029341661,-0.019358073,-0.001972876,chr18,11751516,GNAL
cg11982293,0.016698374,0.003766588,132.8713245,-2.423946621,0.020930016,0.030060025,-0.016580242,-0.001679777,chr2,175205387,SP9
cg09424759,0.016706553,0.002968528,145.7389935,-2.421023933,0.021053352,0.02824023,-0.013053804,-0.001319952,chr1,234040781,SLC35F3
cg20351189,0.016710992,0.003776428,136.0546386,-2.422934094,0.020478511,0.029628548,-0.016618126,-0.001681947,chr22,26667643,SEZ6L
cg17880014,0.016714787,0.007314075,101.1923835,-2.433322556,0.026397586,0.044195088,-0.032306325,-0.003288681,chr2,71693165,DYSF
cg23700859,0.016723805,0.008951056,141.8338997,-2.421410366,0.041832921,0.0635071,-0.039368903,-0.003979456,chr8,101586501,SNX31
cg15124757,0.016726156,0.004707973,139.7417506,-2.42179151,0.033632439,0.045034167,-0.020709793,-0.002093663,chr2,17699904,RAD51AP2
cg01074325,0.01672991,0.008170786,141.6720018,-2.421305216,0.047495163,0.067279131,-0.035936389,-0.003631546,chr6,30138178,GPX6
cg25619459,0.016731114,0.006240042,126.1737019,-2.424850057,0.033004137,0.048135303,-0.027479861,-0.002782471,chr7,90533507,CDK14
cg19985870,0.01674037,0.004410262,124.2337275,-2.425150243,0.023961185,0.034656733,-0.01942453,-0.001966566,chr19,34398004,KCTD15
cg18208707,0.016754859,0.003102763,120.2732097,-2.425914678,0.018428614,0.025955652,-0.01367015,-0.001383926,chr17,47210318,B4GALNT2
cg01458228,0.016756657,0.002515521,131.7893046,-2.422878002,0.012251471,0.018346271,-0.011070823,-0.001118778,chr8,63160746,NKAIN3
cg08526074,0.016765311,0.002972749,109.6453542,-2.429007544,0.014705595,0.021926424,-0.01311233,-0.001329327,chr16,51184562,SALL1
cg06493930,0.016781916,0.004058191,131.5629966,-2.422359421,0.022251232,0.032081629,-0.017858147,-0.001802648,chr11,22689814,GAS2
cg11977693,0.016784342,0.003360209,120.502041,-2.425179354,0.017348237,0.025497346,-0.014801807,-0.001496412,chr15,74420307,LOC283731
cg06654549,0.016798195,0.004026002,101.3680302,-2.431340607,0.015929613,0.025718196,-0.017774736,-0.001802429,chr5,1875058,IRX4
cg22001533,0.016823913,0.004308783,135.8321098,-2.420427587,0.021286823,0.031715921,-0.018950074,-0.001908123,chr2,50574516,NRXN1
cg05410198,0.016828811,0.005758632,144.0635942,-2.418590138,0.027185829,0.0411136,-0.025310096,-0.002545445,chr3,186915302,RTP1
cg01404163,0.016831746,0.007853704,105.9202643,-2.428819831,0.034099071,0.053174302,-0.034646097,-0.003504364,chr16,52581746,TOX3
cg16269733,0.016832633,0.004330948,127.1697306,-2.422292459,0.027560116,0.038050938,-0.019060876,-0.001920768,chr1,156616804,BCAN
cg16626067,0.016834577,0.004241261,111.403682,-2.426835219,0.015928205,0.026221046,-0.018696846,-0.001888835,chr16,66613266,CMTM2
cg03611618,0.016836696,0.004024935,128.997839,-2.421742236,0.023301915,0.033049269,-0.017710788,-0.001783921,chr6,32050332,HLA-DRB5
cg09105802,0.016848989,0.001559839,144.8031863,-2.417990597,0.009932488,0.013704164,-0.006854671,-0.000688682,chr6,112575230,LAMA4
cg17875483,0.016849768,0.00415719,135.440064,-2.419931989,0.024004713,0.034064829,-0.018281516,-0.001838716,chr15,47476436,SEMA6D
cg05446629,0.016850359,0.004102525,119.9490767,-2.423840103,0.021177109,0.031120974,-0.018066614,-0.001821116,chr11,134281742,B3GAT1
cg04383849,0.016857365,0.005824542,131.0381783,-2.420779453,0.028842962,0.042942893,-0.025622234,-0.002577629,chr16,87619803,JPH3
cg06701529,0.016868514,0.008061608,121.2755202,-2.423053963,0.03464745,0.054181162,-0.035493425,-0.003573998,chr11,32008841,RCN1
cg12821804,0.016874107,0.008009116,117.6338129,-2.423978441,0.039577979,0.058991904,-0.035274666,-0.003553183,chr11,2890705,KCNQ1DN
cg22657780,0.0168745,0.002776603,121.3946447,-2.422885352,0.016180584,0.022907975,-0.012224228,-0.001230553,chr2,180725907,ZNF385B
cg17424999,0.016875308,0.002867432,130.236441,-2.420567853,0.013913639,0.020854452,-0.012613587,-0.001268039,chr11,20622988,SLC6A5
cg23497016,0.016878272,0.004093418,100.0722874,-2.430042452,0.015039022,0.024986203,-0.018068334,-0.001826027,chr2,66666684,MEIS1
cg09642347,0.01691184,0.008235946,134.3098691,-2.418789894,0.044370054,0.064291076,-0.036209946,-0.003632099,chr7,89873891,CFAP69
cg04572540,0.016924495,0.004763553,131.2554126,-2.419216079,0.022045311,0.033569374,-0.020947335,-0.002100791,chr6,30908739,HLA-DRB5
cg03629499,0.016937382,0.002331292,146.9105396,-2.415601844,0.016673036,0.022304508,-0.010238672,-0.001024273,chr11,111385357,HOATZ
cg03166566,0.016943648,0.002254458,133.7725475,-2.418198216,0.0133692,0.018820925,-0.009910719,-0.000992732,chr11,66824138,RHOD
cg24311382,0.016944282,0.002689656,116.1417431,-2.422842662,0.013846917,0.02036353,-0.011843746,-0.001189479,chr6,132272408,CCN2
cg02555204,0.016944776,0.005031348,129.0670771,-2.419290179,0.025950453,0.038122744,-0.022126888,-0.002217695,chr5,87984959,LINC00461
cg08036309,0.016948345,0.005055049,131.5990143,-2.418598832,0.025951642,0.038177778,-0.022225806,-0.002226467,chr4,13536991,LINC01097
cg16247888,0.016968274,0.009087407,147.866564,-2.414731239,0.051710801,0.073654447,-0.039901609,-0.003985683,chr15,37181529,MEIS2
cg26147279,0.016969855,0.006621599,141.710225,-2.415896945,0.032783762,0.048780863,-0.029086981,-0.002907221,chr3,13977886,FGD5P1
cg14506032,0.016973284,0.003117378,134.5250156,-2.417362515,0.01846737,0.026003202,-0.013701243,-0.001370421,chr9,137426206,RXRA
cg21213973,0.016974875,0.003673955,114.4683385,-2.42267062,0.019292139,0.028192923,-0.016178541,-0.001623026,chr5,72526137,TMEM174
cg22742943,0.016980806,0.005775306,145.0485161,-2.414988235,0.037549573,0.05149687,-0.025361925,-0.00253267,chr2,96873312,STARD7
cg07119829,0.016985564,0.005047468,115.6652674,-2.422058344,0.022333524,0.034558786,-0.022222713,-0.002227811,chr2,223168487,CCDC140
cg16676177,0.017032486,0.007376109,137.7356799,-2.415330228,0.036915738,0.054731477,-0.032400794,-0.003230685,chr10,102972033,LBX1
cg14976500,0.017036311,0.005693767,134.7447565,-2.415903504,0.026895702,0.040651293,-0.025016304,-0.00249488,chr16,1210484,CACNA1H
cg06040998,0.017047396,0.003974785,93.14863853,-2.429271812,0.011569827,0.02122566,-0.017548802,-0.001762864,chr3,128151940,EEFSEC
cg06627354,0.017065031,0.003905216,135.0765289,-2.415188329,0.023520761,0.032952592,-0.017155107,-0.001708556,chr2,234891753,TRPM8
cg27659787,0.017065631,0.002316966,131.7802043,-2.415931575,0.015846836,0.021444466,-0.010180888,-0.001014373,chr4,111544291,PITX2
cg22731359,0.017077843,0.001707584,123.9977932,-2.417606651,0.008787095,0.012915362,-0.007508055,-0.000748479,chr19,58459136,ZNF256
cg02490453,0.017080811,0.001752123,130.272386,-2.415951971,0.009246582,0.013479626,-0.007699342,-0.000766747,chr16,30816924,ZNF629
cg01337931,0.017083689,0.003414547,130.8011562,-2.415760992,0.019328676,0.027577405,-0.015003614,-0.001493845,chr22,32651693,SLC5A4
cg08107017,0.017116214,0.003582921,147.999791,-2.411414541,0.021461915,0.030101823,-0.015720198,-0.001559617,chr14,74706934,VSX2
cg19375981,0.01714442,0.008087279,145.9054034,-2.411184435,0.039196429,0.05869635,-0.035483267,-0.003516576,chr20,55664666,BMP7
cg02703908,0.017161862,0.008041503,120.1860501,-2.416778492,0.033977792,0.053412324,-0.035355898,-0.003513166,chr3,9593701,LHFPL4
cg10369242,0.017164975,0.003877387,135.6524358,-2.412838308,0.021554422,0.03090993,-0.017023453,-0.001687563,chr12,52625486,KRT7
cg01658421,0.017184571,0.003833578,136.3405975,-2.412252558,0.022569382,0.031816942,-0.016828524,-0.001666595,chr2,176945899,EVX2
cg22757824,0.017197196,0.002554525,137.2742952,-2.411770017,0.014654773,0.0208157,-0.011212235,-0.001109619,chr13,110960186,COL4A2
cg19611809,0.017219209,0.003339625,124.8571259,-2.414233504,0.017235738,0.025298373,-0.014672241,-0.001453028,chr15,53080209,ONECUT1
cg00202479,0.017223428,0.002161408,144.1945508,-2.409768861,0.013610123,0.018818617,-0.009480629,-0.000936357,chr6,31760383,HLA-DRB5
cg21122366,0.017224096,0.006324731,115.4482492,-2.41678883,0.0310419,0.04632744,-0.027813099,-0.002757982,chr15,101847208,PCSK6
cg07180307,0.017232047,0.003656305,131.1064323,-2.412393908,0.016153902,0.024974349,-0.016053435,-0.001587459,chr11,109294168,C11orf87
cg08228703,0.017242989,0.001424569,131.2981348,-2.41210662,0.008940414,0.012376627,-0.006254292,-0.000618135,chr14,74893097,SYNDIG1L
cg08753373,0.017250812,0.002436946,141.8565401,-2.409629293,0.013823036,0.019695173,-0.010689561,-0.001054713,chr10,134000124,DPYSL4
cg26555777,0.017279878,0.00604395,108.9863332,-2.4176472,0.025039625,0.039651763,-0.026591068,-0.00263321,chr19,38885050,SPRED3
cg10824810,0.017280709,0.007301946,120.3552475,-2.414092138,0.034811441,0.052439011,-0.032084481,-0.00317066,chr16,54967714,IRX5
cg21931419,0.017291794,0.007209189,142.3370075,-2.408630398,0.036870638,0.054234909,-0.031615185,-0.003113358,chr14,74893169,SYNDIG1L
cg19449738,0.017294461,0.007091237,119.818126,-2.413939602,0.031860407,0.048978226,-0.031158193,-0.003077445,chr14,94952599,SERPINA12
cg23281154,0.017319921,0.002581512,145.4058097,-2.407411239,0.014541238,0.020756,-0.011316896,-0.001112627,chr6,72130547,LINC00472
cg24410546,0.017338499,0.001876428,111.6856633,-2.415442027,0.008610551,0.013142955,-0.00825042,-0.000814387,chr8,26371551,PNMA2
cg17261120,0.017344973,0.006375954,130.5795967,-2.41002809,0.030917551,0.046283778,-0.027979763,-0.002752692,chr11,12578707,PARVA
