cpg,BETA.GSE40279,SE.GSE40279,T.GSE40279,P.GSE40279,BETA.CAScov0,SE.CAScov0,T.CAScov0,P.CAScov0,CHR,BP,SYMBOL,ENSEMBL
cg13839781,108.3206691,17.18508622,6.30317868,5.39E-10,41.85616743,13.54648058,3.089818583,0.00205459,chr9,133531230,PRDM12,ENSG00000130711
cg12892506,160.9723288,25.53984176,6.302792724,5.41E-10,52.01785807,13.95481221,3.727592841,0.000203457,chr3,147113918,ZIC4,ENSG00000174963
cg06508062,105.6669227,16.76574128,6.302549997,5.43E-10,79.56136559,17.79516477,4.470954139,8.62E-06,chr21,38063872,SIM2,ENSG00000159263
cg03594550,88.24289102,14.00458356,6.301000715,5.45E-10,39.95204564,13.43705177,2.973274668,0.003012542,chr2,5837929,SOX11,ENSG00000176887
cg08022524,107.466574,17.05530955,6.301062648,5.47E-10,41.7486482,12.72774465,3.280129304,0.001071119,chr2,223162128,PAX3,ENSG00000135903
cg14265502,100.5832507,15.96279472,6.301105318,5.47E-10,64.08873025,13.38531365,4.787988683,1.92E-06,chr19,19319214,NCAN,ENSG00000130287
cg11999571,86.41203707,13.71431421,6.300864613,5.47E-10,24.37467907,11.30140835,2.156782438,0.031245238,chr8,25442428,PPP2R2A,ENSG00000221914
cg23797411,234.2532248,37.17678866,6.301061313,5.49E-10,54.61544368,27.33213209,1.998213806,0.045946679,chr10,106399877,SORCS3,ENSG00000156395
cg04845319,103.6330819,16.45134764,6.299367334,5.50E-10,42.03322715,13.45841972,3.123191877,0.001837162,chr12,132855381,LOC100130238,NA
cg10653240,100.3645573,15.93408194,6.298734851,5.53E-10,33.66105329,12.92981847,2.603366271,0.009359329,chr1,51810892,TTC39A,ENSG00000085831
cg02771142,220.2789524,34.97283794,6.298572417,5.57E-10,77.0307998,21.14365414,3.643211306,0.000282196,chr11,31819678,PAX6,ENSG00000007372
cg09814975,111.6238743,17.72601962,6.297176506,5.59E-10,51.75210012,17.16224272,3.015462546,0.002626534,chr14,37135384,PAX9,ENSG00000198807
cg04363703,116.0639891,18.43455065,6.296003159,5.63E-10,31.76798431,14.92499321,2.12850913,0.033523291,chr19,47975694,SLC8A2,ENSG00000118160
cg04975617,180.6276615,28.68893113,6.296074981,5.63E-10,47.0211001,20.83898379,2.25640082,0.02424709,chr1,227922304,SNAP47,ENSG00000143740
cg20652954,98.15776269,15.59174584,6.295495301,5.63E-10,33.08117103,12.49140643,2.648314361,0.008208689,chr20,61716293,LINC01749,ENSG00000272259
cg07008600,102.5703496,16.2919738,6.295759546,5.64E-10,40.10441103,14.00866642,2.86282861,0.004280828,chr3,33261204,SUSD5,ENSG00000173705
cg04529785,384.8806909,61.12700019,6.296410583,5.64E-10,66.47903935,31.12339937,2.135982595,0.032907713,chr12,117799083,NOS1,ENSG00000089250
cg05356496,141.5837031,22.48984143,6.29545137,5.67E-10,49.18207416,14.95704225,3.288221918,0.0010411,chr7,107300998,SLC26A4-AS1,NA
cg09098707,108.6246294,17.25996366,6.293444846,5.70E-10,33.76907041,14.84698233,2.274473671,0.023135171,chr12,108525359,WSCD2,ENSG00000075035
cg04746197,101.7333832,16.16660694,6.292809842,5.73E-10,26.18703341,10.72784702,2.44103345,0.014806869,chr11,2951300,PHLDA2,ENSG00000181649
cg02884775,224.5153682,35.67508432,6.293338122,5.74E-10,53.96309511,26.19988379,2.059669254,0.039672099,chr2,73429333,NOTO,ENSG00000214513
cg22325823,65.58719831,10.42384401,6.292035667,5.77E-10,27.96600085,8.043608006,3.476798077,0.000527852,chr17,72667062,RAB37,ENSG00000172794
cg12727529,69.08753108,10.98293245,6.290444871,5.80E-10,34.20408141,13.63729507,2.508127985,0.012284646,chr3,42307761,CCK,ENSG00000187094
cg16642791,120.5537134,19.16151749,6.291449175,5.80E-10,56.7002276,14.77139493,3.838515447,0.000131048,chr16,54966471,IRX5,ENSG00000176842
cg04380681,88.69258959,14.09822069,6.291048462,5.80E-10,33.06487453,13.42458277,2.463009472,0.01393451,chr14,95830175,NA,NA
cg09404376,113.2188182,18.00494967,6.288205204,5.92E-10,35.08325412,13.63539172,2.572955353,0.010217492,chr6,134499189,SGK1,ENSG00000118515
cg20869501,368.7600842,58.64206361,6.288320388,5.94E-10,86.90300396,23.91353843,3.634050403,0.000292285,chr1,216774677,ESRRG,ENSG00000196482
cg22843613,89.03088039,14.16329126,6.286030466,5.97E-10,24.50407703,10.9224747,2.243454684,0.025071843,chr6,132271361,CCN2,ENSG00000118523
cg00151250,75.79898055,12.05773576,6.28633618,5.98E-10,26.27752736,10.26942343,2.558812335,0.010639975,chr8,91803412,TMEM64,ENSG00000180694
cg06587257,73.46058244,11.68457222,6.286972346,6.00E-10,27.96996366,10.06191008,2.779786685,0.00553497,chr12,50452135,ASIC1,ENSG00000110881
cg16223358,93.03635418,14.80320101,6.284880824,6.03E-10,40.92367995,11.8242655,3.460991295,0.00055947,chr10,86372858,CCSER2,ENSG00000107771
cg17358124,95.31364149,15.16618299,6.284616345,6.03E-10,52.33477672,12.26997195,4.265272728,2.17E-05,chr10,771624,DIP2C,ENSG00000151240
cg07050869,93.1078671,14.81599788,6.284279186,6.04E-10,44.30641281,11.83421795,3.743924016,0.000190832,chr15,25426392,SNORD109B,ENSG00000239169
cg00490976,93.44741375,14.86788803,6.285184118,6.05E-10,24.09729309,12.05336308,1.999217391,0.045837854,chr3,194034055,LINC00887,ENSG00000214145
cg23301925,114.1445956,18.16814511,6.282677451,6.10E-10,63.49226197,13.88261399,4.57350914,5.36E-06,chr14,91294322,TTC7B,ENSG00000165914
cg01444487,99.48145163,15.83560749,6.282136743,6.12E-10,28.65756845,11.34251063,2.526563068,0.011662017,chr19,34174967,CHST8,ENSG00000124302
cg09357276,100.2199697,15.95407973,6.281776914,6.14E-10,65.95249046,15.36500457,4.292383394,1.93E-05,chr4,188917856,ZFP42,ENSG00000179059
cg26784011,133.6127952,21.26941293,6.281922103,6.16E-10,54.44986659,21.23902441,2.563670794,0.01049312,chr20,21497842,NKX2-2,ENSG00000125820
cg17327115,90.67837445,14.43450067,6.282058278,6.16E-10,40.89927527,13.09408501,3.123492419,0.001835304,chr8,20112950,LZTS1,ENSG00000061337
cg02337355,82.96711445,13.209866,6.280693118,6.20E-10,24.75309845,10.74855972,2.302922355,0.021474695,chr4,493782,PIGG,ENSG00000174227
cg11753157,71.33393281,11.36000457,6.279392967,6.22E-10,22.12827017,9.21346373,2.401731946,0.016487687,chr14,99734018,BCL11B,ENSG00000127152
cg02348751,162.2453885,25.83633419,6.279737182,6.22E-10,84.05029514,19.06762772,4.408010078,1.15E-05,chr4,183064035,TENM3-AS1,NA
cg14272084,65.82711236,10.48151274,6.280306477,6.23E-10,25.56191841,9.816967781,2.603850699,0.009346196,chr14,61685564,PRKCH,ENSG00000027075
cg01060964,124.3211831,19.798419,6.279349028,6.24E-10,41.57676469,15.58088111,2.668447593,0.00773571,chr20,31989983,CDK5RAP1,ENSG00000101391
cg21006686,82.72954018,13.17580333,6.27889914,6.26E-10,55.25045882,10.72862197,5.149818771,3.10E-07,chr12,117800240,NOS1,ENSG00000089250
cg25766748,71.69718536,11.41947415,6.278501481,6.28E-10,34.72307209,9.524794167,3.645545666,0.000279678,chr19,13614882,CACNA1A,ENSG00000141837
cg25546248,180.0468961,28.67753511,6.278325364,6.29E-10,63.70169669,27.84298589,2.287890277,0.022338656,chr13,28395783,GSX1,ENSG00000169840
cg13074687,107.9322595,17.19285076,6.277740728,6.30E-10,30.75844238,14.82682589,2.074512954,0.038270781,chr17,7517258,FXR2,ENSG00000129245
cg01507019,79.33413406,12.63884504,6.27700821,6.31E-10,34.41216328,15.25588492,2.255664844,0.024293337,chr16,56703257,MT1H,ENSG00000205358
cg05297121,82.01659444,13.06560764,6.277288947,6.32E-10,23.33178861,10.49187115,2.223796717,0.026370664,chr4,106816089,NPNT,ENSG00000168743
cg14065115,136.4754391,21.74685216,6.275641094,6.38E-10,55.93648642,17.02304883,3.285926451,0.001049535,chr6,100916959,SIM1,ENSG00000112246
cg26308530,82.6399517,13.1701811,6.274777171,6.42E-10,28.31464066,11.47649612,2.467185138,0.013773988,chr17,63558518,AXIN2,ENSG00000168646
cg21385821,108.944101,17.36432941,6.274017181,6.46E-10,30.97482329,13.39789121,2.31191781,0.020971741,chr17,50237844,CA10,ENSG00000154975
cg20640433,149.0318722,23.75757757,6.273024752,6.47E-10,49.27504713,17.14428844,2.874137781,0.004131639,chr6,129204206,LAMA2,ENSG00000196569
cg17838516,64.71280641,10.3161996,6.272930816,6.48E-10,20.86741347,8.873673046,2.351609458,0.018873286,chr11,92703536,MTNR1B,ENSG00000134640
cg00871560,72.76980667,11.60097974,6.272729398,6.51E-10,26.02354411,10.3665109,2.51034744,0.012208156,chr3,132756721,TMEM108,ENSG00000144868
cg22045990,128.8096242,20.53565904,6.272485534,6.51E-10,57.79808944,14.68672835,3.935395825,8.84E-05,chr1,32828105,TSSK3,ENSG00000162526
cg11299477,97.31615354,15.51602194,6.271978342,6.52E-10,48.89472702,17.02044117,2.872706208,0.004150259,chr5,153859854,HAND1,ENSG00000113196
cg03578041,116.4922936,18.57572486,6.27121119,6.53E-10,70.45694218,18.46671836,3.8153472,0.000143792,chr15,71147307,LRRC49,ENSG00000137821
cg18552939,94.34013108,15.04417231,6.270875469,6.53E-10,25.31915151,11.11019125,2.2789123,0.022868968,chr15,23932620,NDN,ENSG00000182636
cg27593384,194.5713231,31.0223712,6.271968118,6.56E-10,57.56670019,19.2222118,2.994801056,0.002809538,chr18,25755608,CDH2,ENSG00000170558
cg01984802,78.17034429,12.46795207,6.269702021,6.62E-10,35.96607916,13.55178197,2.653974158,0.008073174,chr5,9623366,TAS2R1,ENSG00000169777
cg21149983,112.1159188,17.88366007,6.269181941,6.62E-10,30.31015031,14.94066099,2.028702099,0.042736355,chr20,61038949,GATA5,ENSG00000130700
cg14318197,74.21411868,11.83853423,6.26886042,6.64E-10,53.6138504,11.61800507,4.614720865,4.41E-06,chr17,37754223,NEUROD2,ENSG00000171532
cg15386293,92.99883783,14.83666521,6.268176608,6.66E-10,35.21518419,10.55615528,3.335985807,0.000879232,chr15,98964779,FAM169B,ENSG00000283597
cg09815642,116.2060244,18.53910123,6.268158471,6.67E-10,47.38333705,14.40111804,3.290254057,0.001033686,chr16,59602460,APOOP5,NA
cg08903425,57.00845903,9.096121827,6.267336796,6.71E-10,17.68877957,8.386801544,2.109121037,0.035166427,chr1,181552984,CACNA1E,ENSG00000198216
cg11539296,88.27947052,14.08732044,6.266590648,6.73E-10,31.58031635,9.990043068,3.161179199,0.001615552,chr5,140216145,PCDHA7,ENSG00000204963
cg10819259,88.94029719,14.19519389,6.265521829,6.75E-10,27.29050613,11.13828184,2.450154029,0.014439132,chr1,236850361,ACTN2,ENSG00000077522
cg11077516,201.3687877,32.1469888,6.26400155,6.87E-10,46.43107283,21.42796998,2.166844217,0.03046727,chr13,100620486,ZIC5,ENSG00000139800
cg26653990,70.49186787,11.25886861,6.261008127,6.97E-10,23.83968299,11.25254492,2.118603673,0.034354369,chr5,72510846,TMEM174,ENSG00000164325
cg20700952,84.2256471,13.45510765,6.259752748,7.00E-10,29.91882765,9.831218995,3.043246994,0.002397632,chr19,57630217,USP29,ENSG00000131864
cg14476397,69.17974093,11.05177073,6.259606954,7.01E-10,25.41322545,9.087679102,2.796448374,0.005259475,chr12,110151071,FAM222A,ENSG00000139438
cg19241168,160.8577171,25.69663504,6.259874759,7.02E-10,65.82351732,13.81931494,4.763153428,2.17E-06,chr3,33318720,FBXL2,ENSG00000153558
cg18618230,83.15798693,13.28550111,6.25930375,7.03E-10,44.55820743,12.873436,3.461252104,0.000558934,chr10,115374182,NRAP,ENSG00000197893
cg04513912,82.29166362,13.14581261,6.25991455,7.04E-10,30.42512801,12.31695897,2.47018181,0.0136598,chr7,156409788,NA,NA
cg23829518,104.8610904,16.75384615,6.258926425,7.06E-10,57.76574624,14.91518532,3.872948609,0.000114062,chr17,35199909,LHX1,ENSG00000273706
cg27520905,85.21133894,13.61463085,6.258806419,7.07E-10,31.96393487,11.23923356,2.843960373,0.004540658,chr7,153999655,DPP6,ENSG00000130226
cg02847140,413.6203795,66.09235042,6.258218641,7.11E-10,107.1389026,49.22884747,2.176343915,0.029748112,chr1,95007331,F3,ENSG00000117525
cg15219145,213.5778802,34.12820318,6.258105036,7.12E-10,74.01575359,24.53865223,3.016292537,0.002619416,chr6,10411911,TFAP2A,ENSG00000137203
cg03963391,85.80512554,13.71394744,6.256778067,7.12E-10,33.95797457,10.10218893,3.361447187,0.000802814,chr16,34808479,TP53TG3HP,NA
cg11239168,73.26209292,11.70900248,6.256903017,7.14E-10,19.14948956,9.0285774,2.120986365,0.034152865,chr5,140614552,PCDHB18P,ENSG00000146001
cg02165301,102.3882035,16.36570665,6.256265354,7.17E-10,52.05831481,12.35952395,4.211999994,2.74E-05,chr17,1174666,BHLHA9,ENSG00000205899
cg00768574,57.72777486,9.227573759,6.256007957,7.18E-10,28.90197629,8.513744179,3.394743333,0.000712179,chr16,5921590,RBFOX1,ENSG00000078328
cg17805624,76.04740168,12.15813286,6.254858582,7.19E-10,27.73501284,12.23378718,2.267083156,0.023584392,chr10,134692989,CFAP46,ENSG00000171811
cg21300318,62.72000294,10.0267018,6.255297524,7.20E-10,21.58404606,9.368200656,2.30396923,0.021415626,chr19,4769206,MIR7-3HG,ENSG00000176840
cg23888450,94.66813918,15.13445891,6.255138668,7.23E-10,38.04432356,12.25906957,3.103361422,0.001963655,chr16,2030009,NOXO1,ENSG00000196408
cg12923268,88.57175378,14.16366342,6.253449491,7.27E-10,35.41772214,14.50410522,2.441910178,0.014771164,chr6,31691812,HLA-DRB5,ENSG00000198502
cg08351536,141.872761,22.68796497,6.253216682,7.30E-10,38.787325,18.88938216,2.053392995,0.040277596,chr17,60885250,MARCHF10,ENSG00000173838
cg03744975,104.0203941,16.63785168,6.252032782,7.33E-10,34.00140745,15.06625564,2.25679215,0.024222531,chr12,56212418,ORMDL2,ENSG00000123353
cg18040225,94.97289123,15.18741274,6.253395024,7.35E-10,35.45695581,12.06925898,2.937790619,0.003376602,chr10,97802849,ENTPD1-AS1,ENSG00000226688
cg02278499,242.0679221,38.72868295,6.250352546,7.44E-10,53.54455741,25.55734484,2.095075124,0.036399389,chr15,96875830,NR2F2,ENSG00000185551
cg11265488,84.68949879,13.55240221,6.249039651,7.49E-10,38.40853761,11.44622593,3.355563472,0.000819903,chr8,35913614,UNC5D,ENSG00000156687
cg10444491,76.73866828,12.28201984,6.248049528,7.52E-10,53.12236268,14.9102369,3.562811446,0.000383097,chr4,7394790,SORCS2,ENSG00000184985
cg20218280,138.7206427,22.20329119,6.24775136,7.55E-10,36.61770503,15.74728208,2.325334928,0.020240669,chr7,129424718,MIR183,ENSG00000207691
cg12969193,111.4884122,17.84353218,6.248113378,7.56E-10,38.6580497,15.22429676,2.539233852,0.011250488,chr2,176988505,HOXD9,ENSG00000128709
cg19208749,82.34983704,13.1839676,6.246210514,7.60E-10,43.8221375,10.96092102,3.998034236,6.83E-05,chr7,158379188,PTPRN2,ENSG00000155093
cg04628802,90.86552642,14.5460217,6.24676137,7.60E-10,33.94248756,11.88660508,2.855524125,0.004379771,chr16,71420541,CALB2,ENSG00000172137
cg04745662,112.2600104,17.9743436,6.245569403,7.65E-10,31.10929253,15.79836419,1.969146436,0.049194477,chr16,86852700,FOXL1,ENSG00000176678
cg15295732,74.99177641,12.00668306,6.245836257,7.67E-10,38.67719891,11.14457826,3.47049462,0.000540255,chr17,43942128,MAP3K14,ENSG00000006062
cg15736165,166.1749409,26.61727142,6.243124562,7.78E-10,64.75416744,20.74622392,3.121250773,0.001849205,chr15,83951732,BNC1,ENSG00000169594
cg14036128,100.3660243,16.08086292,6.241333244,7.83E-10,44.74228278,15.12712248,2.957752397,0.003167143,chr11,134296018,B3GAT1-DT,ENSG00000255545
cg00500989,106.0123275,16.9861321,6.241110509,7.87E-10,24.28700318,11.90659048,2.039794955,0.041616418,chr1,156253073,TMEM79,ENSG00000163472
cg12745325,124.2622552,19.91223208,6.240498541,7.90E-10,34.50356484,16.75184943,2.059686901,0.039670408,chr12,56623942,SLC39A5,ENSG00000139540
cg04272694,94.94970209,15.21644217,6.239941047,7.94E-10,39.05015053,13.19760741,2.958881054,0.003155662,chr6,168718991,DACT2,ENSG00000164488
cg12856183,208.436331,33.41086999,6.238578375,7.98E-10,58.28359497,21.91102323,2.660012467,0.007930812,chr15,89953033,MIR9-3HG,ENSG00000255571
cg19248602,153.3317206,24.57616341,6.239042199,7.99E-10,50.27217811,23.97743633,2.096645255,0.036259755,chr17,46795931,PRAC1,ENSG00000159182
cg12269138,89.18761285,14.29645945,6.238440583,8.02E-10,42.10880683,13.02750489,3.232300213,0.001265535,chr6,116118279,FRK,ENSG00000111816
cg11688376,104.7757926,16.79925904,6.2369294,8.05E-10,36.64740921,14.8287601,2.471373801,0.013614612,chr5,132082633,CCNI2,ENSG00000205089
cg10659464,178.9467513,28.68839966,6.237599637,8.07E-10,41.82595899,20.61394834,2.029012506,0.042704673,chr11,2161445,IGF2,ENSG00000167244
cg08292024,100.8659864,16.17825884,6.234662666,8.16E-10,33.60604326,11.30230905,2.973378548,0.003011531,chr3,50231845,GNAT1,ENSG00000114349
cg25694915,125.2086527,20.08920704,6.232632898,8.28E-10,59.72496564,16.39271733,3.643384099,0.000282009,chr2,169658981,NOSTRIN,ENSG00000163072
cg22811212,139.2007063,22.33455008,6.232527888,8.28E-10,40.40960318,17.52180679,2.306246363,0.021287631,chr3,127730110,KBTBD12,ENSG00000187715
cg03896611,150.4785267,24.14535028,6.232194809,8.29E-10,68.4167604,14.95950374,4.573464574,5.36E-06,chr8,99986344,OSR2,ENSG00000164920
cg10467989,95.8601227,15.38180532,6.232046287,8.29E-10,28.43177439,12.56156506,2.26339427,0.023811438,chr16,9622386,GRIN2A,ENSG00000183454
cg05349062,205.8707872,33.03235818,6.232397519,8.30E-10,100.560837,28.93397496,3.475527892,0.00053033,chr2,74741853,TLX2,ENSG00000115297
cg05177590,93.48394463,15.00487214,6.230239337,8.41E-10,41.85972777,12.42831434,3.368093742,0.000783907,chr16,86963296,FOXL1,ENSG00000176678
cg13428516,70.39161731,11.30135432,6.228600158,8.44E-10,17.68864561,7.822458376,2.261264268,0.023943399,chr19,49224033,RASIP1,ENSG00000105538
cg18804985,279.3795417,44.85645001,6.228302543,8.51E-10,27.69290519,12.41830318,2.230007175,0.025954181,chr4,74965226,CXCL2,ENSG00000081041
cg07665063,94.19488815,15.12531131,6.227633021,8.52E-10,48.64831679,12.16867718,3.997831159,6.83E-05,chr12,125257223,SCARB1,ENSG00000073060
cg14393817,78.70549478,12.63750184,6.227931421,8.52E-10,43.1097503,12.27091529,3.513165015,0.000461331,chr9,138590270,SOHLH1,ENSG00000165643
cg19026976,83.19254582,13.3600413,6.226967711,8.53E-10,28.65741292,11.47980356,2.49633304,0.012698317,chr18,34853895,CELF4,ENSG00000101489
cg20442599,149.0840017,23.94502036,6.226096258,8.59E-10,47.01094107,15.61221984,3.01116315,0.00266369,chr6,108479500,NR2E1,ENSG00000112333
cg12200716,107.9434564,17.33836216,6.22570087,8.60E-10,37.78807945,17.29079881,2.185444401,0.029072932,chr11,15581327,INSC,ENSG00000188487
cg00394021,143.356155,23.02578752,6.225895852,8.61E-10,37.83413275,15.84514301,2.387743217,0.017125235,chr5,149340950,SLC26A2,ENSG00000155850
cg00968875,124.9029136,20.06546418,6.224770707,8.68E-10,46.3553504,15.78114655,2.937387994,0.003380953,chr13,113798280,F10,ENSG00000126218
cg02473606,124.0607303,19.93535221,6.223152168,8.73E-10,33.59541389,14.14250872,2.375491827,0.01770129,chr12,132314204,MMP17,ENSG00000198598
cg23843505,131.7644561,21.173155,6.22318479,8.76E-10,47.03002019,17.5290699,2.68297294,0.007409817,chr20,42295420,MYBL2,ENSG00000101057
cg00538717,101.0599996,16.24024206,6.222813627,8.77E-10,28.54235657,14.13038531,2.019927691,0.043640202,chr6,34123544,GRM4,ENSG00000124493
cg05096751,210.1782573,33.77661599,6.222596642,8.79E-10,51.02839436,22.11750036,2.307150155,0.021237015,chr12,115137775,TBX3,ENSG00000135111
cg03472898,86.9716289,13.97725716,6.222367372,8.80E-10,25.68633986,11.38617588,2.255923335,0.024277086,chr14,29240992,LINC01551,ENSG00000186960
cg24945701,115.9720423,18.63979136,6.221745731,8.83E-10,61.11522149,16.08151586,3.800339595,0.000152662,chr3,62362783,FEZF2,ENSG00000153266
cg00950265,104.1745461,16.74310764,6.221936117,8.84E-10,54.07765162,15.68665159,3.44736742,0.000588129,chr14,60974389,SIX6,ENSG00000184302
cg23089840,114.9273022,18.47259594,6.221502522,8.85E-10,39.4533854,14.40858192,2.738186562,0.006280615,chr21,45874886,LRRC3-DT,ENSG00000229356
cg09871057,132.6634362,21.32590215,6.220765493,8.88E-10,52.2248236,17.15278457,3.044684867,0.002386299,chr7,73118748,BUD23,ENSG00000071462
cg00564164,129.0664732,20.75042069,6.219944892,8.95E-10,56.600786,17.56015248,3.223251396,0.001305802,chr19,12444910,ZNF563,ENSG00000188868
cg06442684,137.8905305,22.1690084,6.219968346,8.96E-10,38.71059473,17.92862403,2.159150344,0.031060634,chr5,172982992,LOC285593,ENSG00000253955
cg25570676,80.96908532,13.02115608,6.218271619,9.01E-10,44.11659782,11.59101341,3.806103595,0.000149196,chr19,47975706,SLC8A2,ENSG00000118160
cg13854341,90.61940243,14.57194224,6.218759377,9.01E-10,42.75569353,12.47162586,3.428237344,0.000630687,chr7,70595507,GALNT17,ENSG00000185274
cg11935854,523.1785413,84.12773937,6.218858907,9.02E-10,123.8220913,39.90943878,3.102576611,0.001968822,chr4,55524145,KIT,ENSG00000157404
cg19127747,98.98561153,15.92188564,6.216952803,9.07E-10,52.42997417,12.61287204,4.15686245,3.48E-05,chr6,31691750,HLA-DRB5,ENSG00000198502
cg24116380,100.615045,16.1846021,6.216714158,9.12E-10,53.38984791,16.85279388,3.168011685,0.001578409,chr5,114791124,FEM1C,ENSG00000145780
